oldid,city,country,latitude,longitude,name,store_id
17725,Scottsdale,US,33.570369720458984,-111.88909149169922,Frys-Scottsdale #621,1006010
17784,Phoenix,US,33.30541229248047,-111.97413635253906,Frys-Phoenix #628,1006091
17851,Tempe,US,33.32200241088867,-111.92816162109375,Frys-Tempe #627,1006158
17865,Mesa,US,33.41556167602539,-111.73457336425781,Frys - Mesa #611,1006174
17869,Scottsdale,US,33.5404052734375,-111.88715362548828,Target Scottsdale T-363,1006179
17871,Fountain Hills,US,33.57361602783203,-111.71849822998047,Target Fountain Hills T-1432,1006181
17933,Phoenix,US,33.64067840576172,-112.01253509521484,Fry's - Phoenix #618,1006268
17978,Phoenix,US,33.63976287841797,-112.11958312988281,Frys-Phoenix #617,1006323
18016,Sun City,US,33.60239791870117,-112.28868865966797,"Fry's-Sun City, AZ #122",1006362
18031,Phoenix,US,33.50913619995117,-112.0824966430664,7th Ave & Camelback Rd,1006380
18285,Buckeye,US,33.43416213989258,-112.5582504272461,Frys-Buckeye #675,1006664
18291,Surprise,US,33.60924530029297,-112.36097717285156,Frys Store #674,1006710
18338,Chandler,US,33.30485534667969,-111.9296646118164,Phoenix Premium Outlets,1006720
18554,Cave Creek,US,33.752498626708984,-111.99055480957031,Fry's #474 Phoenix,1006709
18557,Tempe,US,33.36376953125,-111.90958404541016,Fry's - Tempe #22,1006820
18588,Phoenix,US,33.62480163574219,-111.9446029663086,Fry's #120 Phoenix,1006819
18992,Peoria,US,33.63771438598633,-112.23262023925781,"Bell & 83rd, Peoria",1009965
19322,Chandler,US,33.275718688964844,-111.85874938964844,Fry's - Chandler #69,1007108
19324,Chandler,US,33.219200134277344,-111.73030090332031,Fry's #668 Chandler,1007199
19330,Tempe,US,33.37913513183594,-111.90924072265625,Frys - Tempe #607,1009080
19331,Tempe,US,33.393856048583984,-111.92631530761719,Frys - Tempe #124,1009081
19409,Sun City West,US,33.66984176635742,-112.35603332519531,Frys - Sun City West #86,1006843
19423,Tempe,US,33.33418655395508,-111.91282653808594,McClintock & Warner,1006798
19424,Phoenix,US,33.596343994140625,-112.14981079101562,Frys - Phoenix #127,1006794
19551,Scottsdale,US,33.48918533325195,-111.92729949951172,N Scottsdale Rd & N Goldwater Blvd,1007783
19741,Scottsdale,US,33.54426956176758,-111.9052734375,Hayden & McCormick Pkwy,1006879
20244,Scottsdale,US,33.63893127441406,-111.86442565917969,Basha's Scottsdale #99,1011120
20450,Phoenix,US,33.58158493041992,-112.12745666503906,31st Avenue & Peoria,1011445
20623,Gilbert,US,33.30488204956055,-111.78791809082031,Fry's-Gilbert #72,1007171
20668,Gilbert,US,33.29243087768555,-111.71940612792969,Frys - Gilbert #75,1009141
20877,Peoria,US,33.63805389404297,-112.23075866699219,Target Peoria T-825,1011738
21158,Phoenix,US,33.582252502441406,-111.98117065429688,Shea & 45th Place,1007106
21210,Glendale,US,33.64154052734375,-112.2264404296875,Teavana - Arrowhead Towne Center,1012378
21219,PHOENIX,US,33.509647369384766,-112.0270767211914,Teavana - Biltmore Fashion Park,1012389
21221,SCOTTSDALE,US,33.50225067138672,-111.92955780029297,Teavana - Scottsdale Fashion Square,1012391
